14.5,1.9,0.41937354,-0.35273826,0.08930926
14.5,2.40012,0.39341465,-0.18171018,0.067524441
14.5,2.90021,0.20666341,-0.15210061,0.040855575
14.5,3.4003,-0.019683342,-0.25355768,0.006455969
14.5,3.9004,-0.076368175,-0.28001505,-0.022983801
14.5,4.40052,-0.030224279,-0.31529546,-0.045578077
14.5,4.90061,0.31591663,-0.072866425,-0.077637568
14.5,5.4007,0,0,0
14.5,5.90079,0,0,0
14.5,6.40091,0,0,0
14.5,6.90101,0,0,0
14.5,7.4011,0,0,0
14.5,7.90119,0,0,0
14.5,8.40131,0,0,0
14.5,8.90137,0,0,0
13.999589,1.9,0.66589189,0.064186975,0.21339412
13.999589,2.40012,0.64864993,0.1866654,0.12839568
13.999589,2.90021,0.48526025,0.33614326,0.088665932
13.999589,3.4003,0.088699438,0.31286776,0.024402607
13.999589,3.9004,-0.068512455,0.22596276,-0.047620103
13.999589,4.40052,0.015539219,0.20462224,-0.12002136
13.999589,4.90061,0.27478588,0.076944463,-0.15309656
13.999589,5.4007,-0.28329536,-0.091229804,0.045834992
13.999589,5.90079,-0.15900384,-0.31828743,0.043928452
13.999589,6.40091,-0.066821262,-0.45748475,0.056310672
13.999589,6.90101,0.006086575,-0.5559451,0.063057937
13.999589,7.4011,0.078693703,-0.60917848,0.063163884
13.999589,7.90119,0.25193211,-0.60187852,0.07804171
13.999589,8.40131,0.49445587,-0.53390002,0.11341808
13.999589,8.90137,0.70041543,-0.40212303,0.13319065
13.499177,1.9,0.89531666,0.21931538,0.32751012
13.499177,2.40012,0.90718269,0.33045653,0.19607726
13.499177,2.90021,0.73685569,0.42328471,0.1563842
13.499177,3.4003,0.14631015,0.48302364,0.05306546
13.499177,3.9004,-0.054748796,0.40724924,0.000153966
13.499177,4.40052,-0.005526248,0.28441563,-0.082757615
13.499177,4.90061,0.12928019,0.059022214,-0.14754085
13.499177,5.4007,-0.50634611,-0.023269935,0.044262808
13.499177,5.90079,-0.26322424,-0.13832398,0.034200419
13.499177,6.40091,-0.12584268,-0.18262208,0.023047203
13.499177,6.90101,-0.026016319,-0.2122563,0.019375473
13.499177,7.4011,0.065481149,-0.27100644,0.026145538
13.499177,7.90119,0.233606,-0.35209346,0.048490219
13.499177,8.40131,0.60221839,-0.44921321,0.089356206
13.499177,8.90137,1.0869726,-0.50535083,0.1798394
12.998765,1.9,1.0720206,0.23340139,0.32762337
12.998765,2.40012,1.0844445,0.2926572,0.23534255
12.998765,2.90021,0.98807538,0.20629939,0.22957505
12.998765,3.4003,0,0,0
12.998765,3.9004,0,0,0
12.998765,4.40052,0,0,0
12.998765,4.90061,0,0,0
12.998765,5.4007,-0.54313207,-0.099843986,0.029445272
12.998765,5.90079,-0.31117401,-0.063114837,0.014732721
12.998765,6.40091,-0.13672376,-0.01986734,0.004246423
12.998765,6.90101,-0.035777338,0.033270106,0.003865902
12.998765,7.4011,0.02769953,0.008097998,0.002674139
12.998765,7.90119,0.1585062,-0.075489894,0.014688995
12.998765,8.40131,0.37522179,-0.2047309,0.020946514
12.998765,8.90137,1.0526222,-0.39543587,0.13776711
12.498353,1.9,1.1693015,0.21366023,0.28243062
12.498353,2.40012,1.144201,0.25964463,0.22195798
12.498353,2.90021,0.9491179,0.023256438,0.27130097
12.498353,3.4003,0.083549432,-0.007712735,0.23945926
12.498353,3.9004,-0.012310019,-0.13231172,0.11030286
12.498353,4.40052,-0.053681046,-0.2415299,-0.005376381
12.498353,4.90061,-0.20238373,-0.3344768,-0.032913364
12.498353,5.4007,-0.37606704,-0.17329772,0.003467396
12.498353,5.90079,-0.25208139,-0.010072479,-0.002346247
12.498353,6.40091,-0.13034315,0.1000057,-0.02050435
12.498353,6.90101,-0.045719802,0.16631866,-0.023973273
12.498353,7.4011,0.012122151,0.18622716,-0.025432281
12.498353,7.90119,0.074629456,0.14198472,-0.027060108
12.498353,8.40131,0.21373208,0.050653584,-0.023247138
12.498353,8.90137,0.81276113,-0.27844629,0.069611244
11.997941,1.9,1.2406954,0.17621602,0.22375986
11.997941,2.40012,1.1838055,0.26979148,0.16289802
11.997941,2.90021,0.87082857,0.015434739,0.31020877
11.997941,3.4003,-0.0411455,-0.085297935,0.21560083
11.997941,3.9004,-0.11180393,-0.26737818,0.086303927
11.997941,4.40052,-0.16601998,-0.37953877,0.006663564
11.997941,4.90061,-0.14658687,-0.36583456,-0.022464456
11.997941,5.4007,-0.18316661,-0.12021955,-0.025908375
11.997941,5.90079,-0.14304619,0.073851205,-0.03474804
11.997941,6.40091,-0.078958802,0.20801432,-0.06029943
11.997941,6.90101,-0.029958399,0.27631667,-0.072899021
11.997941,7.4011,0.011781446,0.29892334,-0.077927142
11.997941,7.90119,0.038290024,0.29769027,-0.073175482
11.997941,8.40131,0.084133647,0.26418439,-0.07672967
11.997941,8.90137,0.31352681,0.083496369,-0.060197182
11.497529,1.9,1.3163229,0.12231942,0.16272995
11.497529,2.40012,1.1903787,0.24172255,0.11097058
11.497529,2.90021,0.83387077,0.02024252,0.29458901
11.497529,3.4003,-0.17244992,-0.054819971,0.2476085
11.497529,3.9004,-0.1889722,-0.22686791,0.13425083
11.497529,4.40052,-0.14162531,-0.20851152,0.064104475
11.497529,4.90061,0,0,0
11.497529,5.4007,-0.079524018,0.004904828,-0.09884914
11.497529,5.90079,-0.035652969,0.098921746,-0.12043143
11.497529,6.40091,-0.000216258,0.29517683,-0.1251495
11.497529,6.90101,0.000116424,0.29888341,-0.11714149
11.497529,7.4011,0.000482935,0.30629846,-0.10892699
11.497529,7.90119,0.000464441,0.31151617,-0.098166123
11.497529,8.40131,-0.020001683,0.29653728,-0.10310987
11.497529,8.90137,0.18156031,0.2202839,-0.12636997
10.997101,1.9,1.3828375,0.050455786,0.13071369
10.997101,2.40012,1.1881008,0.24363667,0.033741854
10.997101,2.90021,0.79380178,0.074156865,0.19148959
10.997101,3.4003,-0.1880096,-0.00639032,0.31898165
10.997101,3.9004,-0.11804657,0.011196337,0.23818652
10.997101,4.40052,-0.009898551,0.068524487,0.19503814
10.997101,4.90061,0,0,0
10.997101,5.4007,-0.11000178,0.026716556,-0.17770384
10.997101,5.90079,-0.064364284,0.010938816,-0.18955222
10.997101,6.40091,-0.21761869,-0.23452118,0.069450594
10.997101,6.90101,-0.072641142,-0.50716764,0.090851843
10.997101,7.4011,-0.003520507,-0.66270721,0.085025311
10.997101,7.90119,0.090143606,-0.73261744,0.1700801
10.997101,8.40131,0.27283728,-0.73842674,0.21253505
10.997101,8.90137,0.54215163,-0.64384574,0.23443934
10.496689,1.9,1.3899404,-0.040383931,0.14417605
10.496689,2.40012,1.2098225,0.18541847,-0.044062655
10.496689,2.90021,0.74495375,0.083985396,-0.029729225
10.496689,3.4003,0,0,0
10.496689,3.9004,0,0,0
10.496689,4.40052,0,0,0
10.496689,4.90061,0,0,0
10.496689,5.4007,-0.16610168,0.041584216,-0.15636665
10.496689,5.90079,-0.1878778,0.015964147,-0.18086655
10.496689,6.40091,-0.41229621,-0.087999724,0.062410094
10.496689,6.90101,-0.19209613,-0.23032938,0.06060636
